unique_video_id,filename,Number_of_vertice,Number_of_edge,in_degree,out_degree,betweenness,density,transitivity,reciprocity,constraint,Number_of_topics,Content_type,Verified_status,Number_of_thumbs,Number_of_transmits,Number_of_comments,Followee,Follower,Publisher,Government_account,Unnamed: 12,Video_duration,Publish_date,Number_of_views,Video_length,nowtime,Published_days
60,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/来了！澳大利亚最大军舰驶入火场.csv.csv,542,1671,541,541,290982,0.0056987538452094,0.010318932449711,0.652962515114873,0.992447764186103,10.0,2,1,2626,43,775,33,382000,环球网,1,https://www.bilibili.com/video/BV1cJ41157FP?from=search&seid=5869167383923151689,00:00:41,2020-01-07 15:23:34,159000,41,2022-01-09 14:50:54.632463,732
61,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/联合国机构预计：非洲冰川20年内将融化消失.csv.csv,126,373,125,125,15247,0.0236825396825397,0.0391733848075395,0.695417789757412,0.973175041168707,4.0,2,1,2250,23,149,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1Jv411u7ou?from=search&seid=5869167383923151689,00:01:51,2021-10-20 14:09:53,19000,111,2022-01-09 14:50:54.632463,81
62,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/联合国秘书长：我们的星球出现了故障.csv.csv,153,442,152,152,22659,0.0190058479532164,0.0270055599682288,0.690909090909091,0.983294709284309,1.0,2,1,978,34,179,28,89000,中新视频,1,https://www.bilibili.com/video/BV1fA411x77m?from=search&seid=5869167383923151689,00:01:18,2020-12-03 22:34:22,24000,78,2022-01-09 14:50:54.632463,401
63,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/两极融化 海水上升 2077日本如何打造水下东京城【千本科幻67】.csv.csv,553,1683,552,552,303358,0.0055134051419136,0.0078815415353876,0.681029323758229,0.991835233480656,7.0,3,1,22000,260,755,379,546000,幽灵校长,2,https://www.bilibili.com/video/BV1Ei4y1K7qz?from=search&seid=5869167383923151689,00:15:37,2021-03-06 18:51:30,196000,937,2022-01-09 14:50:54.632463,308
64,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/没钱，没技术，没实力。印度莫迪老仙如何完成碳中和目标？.csv.csv,137,409,136,136,17890,0.021951481322456,0.0319612590799031,0.678132678132678,0.976888652091117,1.0,1,2,4035,27,169,315,94000,那兔说事儿,2,https://www.bilibili.com/video/BV1JR4y1t7wE?from=search&seid=5869167383923151689,00:11:26,2021-11-13 08:30:17,44000,686,2022-01-09 14:50:54.632463,57
65,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/美国推特网友评论，NASA表明，中国和印度主导着地球绿化，中国漫长而伟大的植树计划.csv.csv,89,263,88,88,7478,0.0335801838610827,0.0525624178712221,0.682352941176471,0.97464070373741,2.0,2,2,222,11,133,11,40000,煌云,2,https://www.bilibili.com/video/BV1qb41117Mq?from=search&seid=5869167383923151689,00:04:42,2019-02-18 14:40:24,13000,282,2022-01-09 14:50:54.632463,1056
66,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/美国西北高温天气连破历史记录.csv.csv,193,576,192,192,36250,0.0155440414507772,0.022952295229523,0.678321678321678,0.982311371142838,2.0,2,1,2836,32,270,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1xU4y1V7xG?from=search&seid=5869167383923151689,00:01:51,2021-06-29 17:59:02,29000,111,2022-01-09 14:50:54.632463,193
67,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/南北极发生大变，永久冻土融化释放“超级病毒”，存活超过3万年.csv.csv,49,143,48,48,2156,0.0607993197278912,0.0981507823613087,0.666666666666667,0.945883456080673,1.0,3,2,232,53,123,5,3202,雷霆战鼓,2,https://www.bilibili.com/video/BV1H7411N79r?from=search&seid=5869167383923151689,00:02:24,2020-02-28 03:18:47,22000,144,2022-01-09 14:50:54.632463,681
69,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/南极冰雪被“血洗”？或是全球变暖危险警告.csv.csv,98,279,97,97,9133,0.0293498842836104,0.0443802994768176,0.698181818181818,0.970457535724293,2.0,2,1,754,36,122,354,17000,君行国际义工旅行,2,https://www.bilibili.com/video/BV1UE411s7ui?from=search&seid=5869167383923151689,00:01:29,2020-03-05 19:21:02,23000,89,2022-01-09 14:50:54.632463,674
70,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/气候中心：海平面上升可能导致3亿人无家可归，2100年上海几乎完全淹没？.csv.csv,193,565,192,192,36299,0.0152471934369603,0.0242661092429337,0.680926916221034,0.986263637157045,2.0,2,2,535,57,245,4,658,钚科学,2,https://www.bilibili.com/video/BV1pC4y1b7Wc?from=search&seid=5869167383923151689,00:03:43,2020-07-18 19:10:14,21000,223,2022-01-09 14:50:54.632463,539
71,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/潜入深海的奇妙世界，探访热带海底种珊瑚的中国女孩.csv.csv,302,918,301,301,89672,0.010098787705441,0.0148929568724791,0.664459161147903,0.988411858696748,4.0,2,1,5870,52,566,32,1608000,冒险雷探长,2,https://www.bilibili.com/video/BV1wZ4y1M7pi?from=search&seid=5869167383923151689,00:04:44,2020-08-05 19:20:55,84000,284,2022-01-09 14:50:54.632463,521
72,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/青藏高原突然发现28种未知病毒，全球变暖或释放万年远古病毒.csv.csv,591,1789,590,590,346317,0.0051306317932834,0.008695018933877,0.663288288288288,0.993867429072797,17.0,3,2,1888,1137,875,91,76,白鸟千凤,2,https://www.bilibili.com/video/BV1k7411E7sz?from=search&seid=5869167383923151689,00:01:16,2020-02-17 04:00:12,190000,76,2022-01-09 14:50:54.632463,692
73,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/去南极感受“雪花飘飘北风萧萧”？等等！南极高温你造吗！冰都化没了！.csv.csv,90,263,89,89,7655,0.0328339575530587,0.0469031870114251,0.690196078431373,0.970567536394974,2.0,2,1,943,48,159,35,92000,美国国家地理_NatGeo,2,https://www.bilibili.com/video/BV1uT4y1J7AR?from=search&seid=5869167383923151689,00:04:39,2020-06-21 15:18:21,16000,279,2022-01-09 14:50:54.632463,566
74,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖，寒潮为何变更多？.csv.csv,299,905,298,298,88021,0.010156898835043,0.0159218939627221,0.686733556298774,0.988043497982537,10.0,2,1,6579,452,446,1501,1740000,二次元的中科院物理所,2,https://www.bilibili.com/video/BV1no4y1o7ec?from=search&seid=5869167383923151689,00:03:08,2021-01-17 14:33:05,76000,188,2022-01-09 14:50:54.632463,357
75,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖，可能会让新疆起飞！.csv.csv,96,300,95,95,8532,0.0328947368421053,0.052036640031183,0.684563758389262,0.959319684181503,2.0,2,2,609,39,198,160,587,四海一村-乡村百晓生,2,https://www.bilibili.com/video/BV1m44y1i7Vf?from=search&seid=5869167383923151689,00:05:31,2021-07-05 16:23:09,21000,331,2022-01-09 14:50:54.632463,187
76,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖，塔克拉玛干沙漠迎来暴雨洗礼，真的要回到盛唐西周了吗.csv.csv,311,959,310,310,95118,0.0099471009231407,0.0184509049729582,0.688352570828961,0.98890181555274,9.0,2,2,3092,35,459,2,74,科普视觉要闻,2,https://www.bilibili.com/video/BV1nM4y157Eq?from=search&seid=5869167383923151689,00:08:36,2021-08-10 23:51:40,104000,516,2022-01-09 14:50:54.632463,151
77,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖加剧，人类发射冷冻剂降温，地球却重回冰川时代！速看科幻灾难电影《雪国列车》.csv.csv,179,540,178,178,31143,0.0169480886322265,0.0246629398224268,0.670454545454545,0.97567553707922,1.0,3,1,2154,106,269,1,642000,科幻梦工场,2,https://www.bilibili.com/video/BV1bE411i71x?from=search&seid=5869167383923151689,00:09:32,2019-11-07 09:00:31,83000,572,2022-01-09 14:50:54.632463,794
78,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖究竟是不是骗局？人类怕冷不怕热，为何我们还要节能减排.csv.csv,93,275,92,92,8224,0.0321411874707807,0.0457927876359473,0.705882352941177,0.962383567762982,1.0,2,2,1093,12,145,15,12000,史秘师,2,https://www.bilibili.com/video/BV1X34y1D7wk?from=search&seid=5869167383923151689,00:12:00,2021-10-01 09:00:15,20000,720,2022-01-09 14:50:54.632463,100
79,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖失去意义？极寒时代即将到来，中国技术或将拯救全人类！.csv.csv,291,886,290,290,82996,0.0104988742742031,0.016424510423247,0.693877551020408,0.987064044966084,3.0,2,2,2249,35,374,8,1169,科普Room,2,https://www.bilibili.com/video/BV1j64y127x4?from=search&seid=5869167383923151689,00:06:12,2021-05-08 18:03:41,148000,372,2022-01-09 14:50:54.632463,245
80,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖是骗局吗？我们为什么要提倡节能减排？.csv.csv,702,2168,701,701,489226,0.0044055907108688,0.0070304429338468,0.657585720995773,0.99460153962999,20.0,2,1,8615,502,1172,75,639000,妈咪说MommyTalk,2,https://www.bilibili.com/video/BV1o4411m7gf?from=search&seid=5869167383923151689,00:17:33,2019-08-14 21:15:59,141000,1053,2022-01-09 14:50:54.632463,878
81,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球变暖危害这么大，你还不了解？再这样继续，相当于慢性自杀。.csv.csv,142,426,141,141,19404,0.0212765957446809,0.0336968907699821,0.669856459330144,0.979080721271231,2.0,2,2,322,14,270,57,4,rainbow羚羊-10,2,https://www.bilibili.com/video/BV1qt411F7JM?from=search&seid=5869167383923151689,00:16:55,2019-08-02 17:45:11,12000,1015,2022-01-09 14:50:54.632463,890
82,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球持续变暖，北极古老冰川1.1亿平米冰层断裂.csv.csv,373,1123,372,372,137247,0.0080933437112629,0.013178459789713,0.667866786678668,0.990982038146703,7.0,2,1,4184,106,581,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1WK411K7Lx?from=search&seid=5869167383923151689,00:00:44,2020-09-17 10:01:03,52000,44,2022-01-09 14:50:54.632463,479
83,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球气候变暖，人类发明冷冻装置，将地球变成了冰冻星球！速看科幻电影《末世殖民地》.csv.csv,132,385,131,131,16771,0.022264631043257,0.0317432325191782,0.684210526315789,0.978764656816649,1.0,3,1,2372,15,188,1,642000,科幻梦工场,2,https://www.bilibili.com/video/BV1p4411c7HT?from=search&seid=5869167383923151689,00:08:08,2019-07-06 12:03:15,110000,488,2022-01-09 14:50:54.632463,918
84,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球陷入低温极寒，没有阳光，你如何极地求生？【千本科幻54】.csv.csv,1234,3825,1233,1233,1516299,0.0025139301304877,0.0039191757527258,0.656573705179283,0.9964716691508,20.0,2,1,49000,1120,2166,379,546000,幽灵校长,2,https://www.bilibili.com/video/BV1oi4y147qJ?from=search&seid=5869167383923151689,00:17:02,2020-05-28 21:04:39,621000,1022,2022-01-09 14:50:54.632463,590
85,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/全球音高变暖，行动刻不容缓！.csv.csv,193,585,192,192,36189,0.0157869170984456,0.021923736425247,0.710801393728223,0.983581794295993,5.0,2,1,4434,318,249,2,306000,TwoSetViolin双琴侠,2,https://www.bilibili.com/video/BV1Vo4y127hP?from=search&seid=5869167383923151689,00:04:07,2021-06-01 11:52:09,48000,247,2022-01-09 14:50:54.632463,222
86,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/如果你觉得难，就来看看这只小企鹅吧，才五个月，就被爸爸妈妈扔下，然后跟着众多小企鹅走了八十公里的冰雪路，第一次见到大海.csv.csv,149,433,148,148,21474,0.0196354072192998,0.0308850645359557,0.685314685314685,0.980305301114341,4.0,2,2,6043,137,208,1,27,绽放荼靡,2,https://www.bilibili.com/video/BV14E411T7mX?from=search&seid=5869167383923151689,00:01:20,2020-03-10 18:04:30,112000,80,2022-01-09 14:50:54.632463,669
87,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/如果人在外太空死亡，尸体会漂去哪儿？.csv.csv,100,296,99,99,9468,0.0298989898989899,0.0407715914072775,0.675862068965517,0.963537072461588,1.0,2,1,170,10,126,2,177000,天下有警,2,https://www.bilibili.com/video/BV1bW41157EV?from=search&seid=5869167383923151689,00:01:43,2018-05-05 19:59:04,11000,103,2022-01-09 14:50:54.632463,1344
88,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/瑞典“环保少女”格蕾塔·通贝里：她还是个孩子啊，千万不要放过她！.csv.csv,168,498,167,167,27445,0.0177502138579983,0.0241789240378803,0.681451612903226,0.977016889057266,3.0,1,2,2884,43,194,315,94000,那兔说事儿,2,https://www.bilibili.com/video/BV1V44y147WU?from=search&seid=5869167383923151689,00:11:28,2021-10-19 19:55:54,27000,688,2022-01-09 14:50:54.632463,81
89,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/世界气象组织秘书长：全球继续变暖 2019年是有记录以来第二热年份.csv.csv,136,400,135,135,17820,0.0217864923747277,0.032546432910953,0.680203045685279,0.980970787600469,3.0,2,1,1843,20,163,12,2131000,央视网,1,https://www.bilibili.com/video/BV1AE411L7Qm?from=search&seid=5869167383923151689,00:01:12,2020-03-11 17:29:59,21000,72,2022-01-09 14:50:54.632463,668
90,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/世界上最大蜥蜴将面临灭绝的威胁.csv.csv,310,970,309,309,94027,0.0101263179872638,0.0174998574930172,0.709410548086867,0.985785772874343,5.0,2,1,5436,78,456,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1sP4y1a7JC?from=search&seid=5869167383923151689,00:01:15,2021-09-07 10:46:27,59000,75,2022-01-09 14:50:54.632463,124
91,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/特朗普！你家高尔夫球场被淹了。。。.csv.csv,392,1168,391,391,151697,0.0076204394801398,0.0110128633444696,0.680628272251309,0.991207223174827,7.0,1,1,3544,445,542,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1bs411M7n5?from=search&seid=5869167383923151689,00:00:59,2018-08-09 09:44:09,109000,59,2022-01-09 14:50:54.632463,1249
92,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/天太热！加拿大10亿海洋动物被活活热死.csv.csv,138,401,137,137,18349,0.0212101978207976,0.0341880341880342,0.691729323308271,0.984355158418003,2.0,2,1,1437,93,170,12,418000,CGTN,1,https://www.bilibili.com/video/BV1do4y1X7Co?from=search&seid=5869167383923151689,00:00:56,2021-07-12 19:14:49,33000,56,2022-01-09 14:50:54.632463,180
93,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/外国领导人发表新年贺词，他们都说了啥？.csv.csv,1211,3633,1210,1210,1461672,0.0024793388429752,0.0031800303236722,0.666850523993381,0.995593038481154,9.0,1,1,13000,325,1396,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1QJ411b74U?from=search&seid=5869167383923151689,00:02:59,2020-01-01 17:35:42,275000,179,2022-01-09 14:50:54.632463,738
94,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/外国人看日本退出国际捕鲸委员会，2019年重新开始商业捕鲸，YouTube油管老外歪果仁评论.csv.csv,85,259,84,84,6871,0.0362745098039216,0.0554106910039113,0.666666666666667,0.953341822328406,3.0,3,2,76,22,235,211,9563,外国网友字幕君,2,https://www.bilibili.com/video/BV1ut411k742?from=search&seid=5869167383923151689,00:05:05,2018-12-29 15:11:59,7592,305,2022-01-09 14:50:54.632463,1106
95,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/外媒记者记录澳洲山火惨烈景象∶路边动物尸体堆积如山.csv.csv,774,2357,773,773,595056,0.0039394820675846,0.0063421236674227,0.65982905982906,0.995300629957015,16.0,2,1,4072,834,1155,33,382000,环球网,1,https://www.bilibili.com/video/BV1YJ411V7oH?from=search&seid=5869167383923151689,00:01:23,2020-01-06 16:44:39,268000,83,2022-01-09 14:50:54.632463,733
96,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/卫星看森林！热带雨林砍伐增加20％，中国增加，印尼差不多满绿.csv.csv,139,408,138,138,18639,0.0212699405692837,0.0292326431181486,0.679900744416873,0.978080512568905,1.0,2,1,5395,90,904,1,245,央视网,1,https://www.bilibili.com/video/BV1p4411n7Pu?from=search&seid=13328811707552350991&spm_id_from=333.337.0.0,00:02:15,2019-06-02 10:55:58,203000,135,2022-01-09 14:50:54.632463,952
97,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/为何今年中国气候如此异常？.csv.csv,674,2030,673,673,450879,0.0044752889096608,0.0072319417980252,0.667992047713718,0.994496870550969,11.0,2,1,1881,237,226,12,2131000,柴知道,2,https://www.bilibili.com/video/BV1ra4y1a7L5?from=search&seid=5869167383923151689,00:02:15,2020-07-25 11:07:04,57000,135,2022-01-09 14:50:54.632463,533
98,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/为什么人们都喜欢在游泳池里尿尿？.csv.csv,137,412,136,136,18086,0.0221124946328897,0.0295074693092738,0.668316831683168,0.975502244203567,3.0,2,1,17000,310,614,7,796000,科工力量,2,https://www.bilibili.com/video/BV1rW411d7F1?from=search&seid=5869167383923151689,00:03:07,2018-09-07 20:44:32,205000,187,2022-01-09 14:50:54.632463,1219
99,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/为什么他们盯着中国人吃海鲜，奥妙在奥巴马的一段话中.csv.csv,494,1475,493,493,241980,0.0060564502221382,0.0090255755915411,0.677551020408163,0.993610349029049,13.0,1,2,837,28,520,93,590000,环球科学猫,2,https://www.bilibili.com/video/BV1mg411M7Lp?from=search&seid=13144157355370266738&spm_id_from=333.337.0.0,00:09:03,2021-06-28 18:00:09,205000,543,2022-01-09 14:50:54.632463,194
100,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/我看过沙漠下暴雨，还看过塔克拉玛干发洪水【爆爆|时事地理】.csv.csv,134,397,133,133,17358,0.0222758388508585,0.032156368221942,0.714285714285714,0.976680744589679,5.0,2,1,3036,292,176,46,161000,爆爆的计划本,2,https://www.bilibili.com/video/BV1F3411r7Vg?from=search&seid=5869167383923151689,00:04:33,2021-08-01 10:21:58,45000,273,2022-01-09 14:50:54.632463,161
101,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/西方环保神话破灭，为真正的中国环保发声！.csv.csv,1262,3870,1261,1261,1584598,0.0024318485442213,0.0039298666826186,0.681700362882322,0.99625032250252,20.0,1,1,56000,553,1754,92,855000,树根龙门阵,2,https://www.bilibili.com/video/BV1FX4y1c7nm?from=search&seid=5869167383923151689,00:08:34,2021-07-24 19:30:02,625000,514,2022-01-09 14:50:54.632463,168
102,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/下议院又打嘴炮：还是我们党派的公交车管得好！.csv.csv,568,1743,567,567,319708,0.0054121022430881,0.0090021814159745,0.661601402688486,0.992342267213239,7.0,1,2,659,526,1293,1,441000,普罗派乐,2,https://www.bilibili.com/video/BV1Ts411N7ba?from=search&seid=5869167383923151689,00:04:41,2018-07-25 20:07:04,100000,281,2022-01-09 14:50:54.632463,1263
103,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/消化一下：让美国直呼“联俄抗中”，北极有多重要？.csv.csv,1072,3288,1071,1071,1143309,0.0028638321000041,0.0047731687540469,0.685574870387313,0.996590941762712,20.0,1,1,56000,536,1614,101,281000,real谷智轩,2,https://www.bilibili.com/video/BV1Fg41177dL?from=search&seid=5869167383923151689,00:16:42,2021-07-31 10:30:05,746000,1002,2022-01-09 14:50:54.632463,162
104,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/亚马逊雨林发生大火，每分钟烧掉两个足球场，烧了3周！.csv.csv,435,1378,434,434,186906,0.0072991154192489,0.0129550158130034,0.644345238095238,0.991679781331264,17.0,2,1,1067,187,1036,393,191000,是牧羊女,2,https://www.bilibili.com/video/BV17441197ei?from=search&seid=5869167383923151689,00:01:15,2019-08-22 09:00:18,61000,75,2022-01-09 14:50:54.632463,871
105,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/央视前主持人柴静，刁钻采访丁院士，被怒怼：中国人是不是人？.csv.csv,1390,4192,1389,1389,1925570,0.0021712219856943,0.0030213302828221,0.679932869815392,0.996905170829796,19.0,1,2,19000,1163,1861,5,49000,雪玥神秘谈,2,https://www.bilibili.com/video/BV1xX4y1G7Nt?from=search&seid=5869167383923151689,00:12:32,2021-03-24 16:50:11,626000,752,2022-01-09 14:50:54.632463,290
106,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/一场大火，排放了一百多个国家的年度总碳排放量.csv.csv,185,570,184,184,33096,0.0167450058754407,0.026801917081569,0.655913978494624,0.977106770882365,6.0,2,2,4720,322,582,95,87000,针绿,2,https://www.bilibili.com/video/BV1EK411p7YZ?from=search&seid=5869167383923151689,00:06:44,2020-06-01 18:07:15,58000,404,2022-01-09 14:50:54.632463,586
107,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/一个存在于眼皮下的骗局——二氧化碳导致全球变暖.csv.csv,854,2667,853,853,724898,0.0036611381238829,0.0061470107625137,0.661490683229814,0.994091242896907,19.0,2,1,1552,349,2158,35,68000,barry看世界,2,https://www.bilibili.com/video/BV1mt411k7Rc?from=search&seid=5869167383923151689,00:08:57,2018-12-24 13:18:58,94000,537,2022-01-09 14:50:54.632463,1112
108,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/一万年前发生了什么？地球气候变暖，却诱发持续千年的极端寒潮.csv.csv,115,331,114,114,12734,0.0252479023646072,0.0401225968236278,0.719512195121951,0.974761867725592,3.0,2,1,3472,52,140,22,289000,宇宙天文馆,2,https://www.bilibili.com/video/BV16K4y1P7z2?from=search&seid=5869167383923151689,00:05:22,2021-04-17 18:09:49,117000,322,2022-01-09 14:50:54.632463,266
109,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/意大利钢琴家Ludovico Einaudi在破碎的冰川上弹奏《北极挽歌》.csv.csv,231,680,230,230,52220,0.0127987954074911,0.015938913188524,0.679525222551929,0.983592113895732,1.0,2,1,385,110,275,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1KW411Y7Am?from=search&seid=5869167383923151689,00:01:39,2017-12-04 17:11:12,18000,99,2022-01-09 14:50:54.632463,1496
110,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/意大利用布覆盖冰川以延缓积雪融化.csv.csv,1977,6173,1976,1976,3898289,0.001580165834219,0.0025790171199097,0.648817345597897,0.997173623196627,20.0,2,1,25000,164,3819,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1oK411p7rp?from=search&seid=5869167383923151689,00:00:54,2020-06-23 10:25:13,538000,54,2022-01-09 14:50:54.632463,565
111,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/印度神童预言12月全球将迎来大劫难？神秘的吠陀占星术是否可信？[脑洞乌托邦 | 小乌 | Xiaowu].csv.csv,925,2813,924,924,851402,0.0032912132912132,0.0044073964535085,0.685284640171858,0.995661374339603,14.0,3,2,4314,3456,1229,10,169000,脑洞乌托邦,2,https://www.bilibili.com/video/BV1ny4y1z7Hi?from=search&seid=5869167383923151689,00:17:51,2020-11-22 22:07:10,235000,1071,2022-01-09 14:50:54.632463,412
112,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/英国环保组织为抗议全球变暖，放无人机干扰机场运行.csv.csv,106,309,105,105,10715,0.0277628032345013,0.0382066276803119,0.679738562091503,0.973356419451889,1.0,1,1,721,10,137,393,191000,是牧羊女,2,https://www.bilibili.com/video/BV12J411w728?from=search&seid=5869167383923151689,00:01:00,2019-09-14 20:00:41,18000,60,2022-01-09 14:50:54.632463,847
113,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/英媒预测2050年地球的样子.csv.csv,616,1845,615,615,376327,0.0048701298701298,0.0056892901444706,0.673181324647123,0.99340263436947,1.0,2,1,5281,42,660,12,2131000,央视网,1,https://www.bilibili.com/video/BV1DP4y1L7A3?from=search&seid=5869167383923151689,00:00:22,2021-10-30 18:15:51,95000,22,2022-01-09 14:50:54.632463,70
114,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/又画大饼又甩锅 爱瞌睡的拜登有能力领导全球减碳？.csv.csv,144,421,143,143,20128,0.0204448329448329,0.0278361725262776,0.695238095238095,0.976072840721288,1.0,1,1,3719,37,154,7,248000,孤烟暮蝉,2,https://www.bilibili.com/video/BV1Br4y1C7Ac?from=search&seid=5869167383923151689,00:07:24,2021-11-02 23:38:47,26000,444,2022-01-09 14:50:54.632463,67
115,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/远古冰山融化，冰水竟是血红色，更可怕的是里面的东西！【科幻Fans布玛】冰川下的远古病毒《血色研究站》.csv.csv,231,693,230,230,52199,0.0130434782608696,0.017569433788553,0.665697674418605,0.984033787375705,5.0,3,1,7909,64,300,44,1116000,科幻Fans布玛,2,https://www.bilibili.com/video/BV1Tz4y1Z7yK?from=search&seid=5869167383923151689,00:09:23,2020-09-18 21:17:55,144000,563,2022-01-09 14:50:54.632463,477
116,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/云南象群为何一路向北迁徙？背后的真相，远没有你想的那么简单！.csv.csv,142,433,141,141,19251,0.0216262111677155,0.034692962796952,0.738317757009346,0.981161184321121,10.0,2,1,1656,32,226,16,147000,不正经学姐g,2,https://www.bilibili.com/video/BV15U4y1L7A2?from=search&seid=5869167383923151689,00:01:39,2021-05-31 09:58:23,49000,99,2022-01-09 14:50:54.632463,223
117,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/在水底下怎么开会？.csv.csv,469,1402,468,468,217845,0.0063874765367302,0.0096085563977333,0.694345025053686,0.992232325063078,2.0,2,1,72000,109,549,39,1086000,正经的知识,2,https://www.bilibili.com/video/BV1uL41137Gs?from=search&seid=5869167383923151689,00:00:32,2021-11-03 18:38:01,492000,32,2022-01-09 14:50:54.632463,66
118,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/这是一个悲伤的影片！DIY全球变暖实验！.csv.csv,111,329,110,110,11765,0.0269451269451269,0.0313260340632603,0.677018633540373,0.965252907431744,1.0,2,2,174,253,182,3,120000,龙琦奇Cordelia,2,https://www.bilibili.com/video/BV1Jx411U7wr?from=search&seid=5869167383923151689,00:04:59,2017-04-22 09:03:46,42000,299,2022-01-09 14:50:54.632463,1723
119,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/中国突破二氧化碳人工合成淀粉技术，日本网友：强的离谱！同时解决粮食问题和全球变暖问题！！.csv.csv,767,2416,766,766,582111.833333333,0.0041121864372738,0.0071763998963408,0.669157326691573,0.994255342086138,19.0,2,2,6118,108,1052,81,7844,悠悠编辑部,2,https://www.bilibili.com/video/BV1b44y147Ky?from=search&seid=5869167383923151689,00:03:50,2021-09-25 16:23:27,164000,230,2022-01-09 14:50:54.632463,105
120,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/中国欲建全球电网，去沙漠创业，用太阳能发电卖美国.csv.csv,118,347,117,117,13344,0.0251339997102709,0.0378822984244671,0.680351906158358,0.976743612048545,4.0,3,2,26,62,200,2,577000,Max创意公元,2,https://www.bilibili.com/video/BV1Rx411Q7x2?from=search&seid=5869167383923151689,00:02:00,2017-04-08 12:17:38,33000,120,2022-01-09 14:50:54.632463,1737
